inf,inf,inf,inf,inf,inf,inf,inf,inf,inf,inf,inf,inf,inf,inf,inf,inf,inf,inf,inf,inf,inf
inf,14.278174593052022,14.363961030678926,12.863961030678926,25.227922061357855,19.899494936611664,26.81370849898476,32.3492424049175,35.47056274847714,34.3492424049175,34.76345596729059,35.76345596729059,42.59188309203679,49.33452377915607,44.00609665440988,55.37005768508882,55.662950903902264,54.662950903902264,58.87005768508882,58.24873734152917,59.57716446627536,inf
inf,12.742640687119284,10.742640687119284,17.242640687119284,23.192388155425117,26.399494936611664,27.4350288425444,34.05634918610404,32.9350288425444,33.3492424049175,34.3492424049175,35.3492424049175,41.97056274847714,47.54163056034262,49.50609665440988,53.127416997969526,53.24873734152917,54.24873734152917,58.24873734152917,62.405591591021555,60.24873734152917,inf
inf,12.863961030678926,17.742640687119284,15.242640687119284,25.227922061357855,25.363961030678926,22.863961030678926,33.4350288425444,34.76345596729059,32.9350288425444,33.9350288425444,34.9350288425444,42.59188309203679,48.627416997969526,48.00609665440988,54.662950903902264,inf,59.87005768508882,58.87005768508882,58.24873734152917,59.24873734152917,inf
inf,inf,inf,inf,inf,inf,inf,inf,inf,inf,34.9350288425444,35.9350288425444,inf,inf,inf,inf,inf,61.87005768508882,65.7842712474619,inf,inf,inf
inf,52.38477631085023,49.470562748477136,52.38477631085023,44.970562748477136,44.34924240491749,46.76345596729058,46.470562748477136,46.76345596729058,38.34924240491749,40.177669529663675,41.177669529663675,42.177669529663675,43.177669529663675,44.177669529663675,45.177669529663675,inf,59.87005768508882,64.74873734152916,68.24873734152916,70.24873734152916,inf
inf,50.34924240491749,50.970562748477136,49.970562748477136,44.34924240491749,46.84924240491749,44.34924240491749,45.34924240491749,40.970562748477136,38.76345596729058,39.76345596729058,40.76345596729058,41.76345596729058,42.76345596729058,43.76345596729058,44.76345596729058,inf,62.57716446627536,inf,inf,70.74873734152916,inf
inf,56.88477631085023,55.84924240491749,48.470562748477136,51.59188309203678,44.84924240491749,46.76345596729058,46.34924240491749,51.59188309203678,inf,inf,inf,inf,inf,inf,inf,inf,62.24873734152917,63.37005768508882,70.24873734152916,69.24873734152916,inf
inf,55.84924240491749,53.34924240491749,54.09188309203678,49.76345596729058,46.84924240491749,46.34924240491749,68.79898987322332,inf,53.470562748477136,54.470562748477136,55.09188309203678,inf,inf,inf,inf,inf,65.49137802864846,inf,inf,inf,inf
inf,59.470562748477136,58.84924240491749,62.470562748477136,53.59188309203678,66.59188309203678,65.97056274847714,67.29898987322332,inf,54.470562748477136,52.970562748477136,57.09188309203678,inf,inf,inf,inf,inf,73.61269837220809,74.40559159102155,83.76955262170047,83.44112549695429,inf
inf,58.34924240491749,57.34924240491749,55.00609665440987,49.76345596729058,65.97056274847714,70.1274169979695,65.97056274847714,inf,55.09188309203678,54.470562748477136,56.470562748477136,inf,inf,inf,inf,inf,72.31980515339464,75.0269119345812,83.94112549695429,80.94112549695429,inf
inf,inf,inf,inf,inf,inf,inf,inf,inf,inf,inf,inf,inf,inf,inf,inf,inf,inf,inf,inf,inf,inf
